research_sentence	judgment
To evaluate apoptosis in the intestinal mucosa and MAT of patients with CD.	1
The aim of the study was to determine the prevalence of the use and misuse of addictive substances in taxi drivers and to appreciate poly-consumptions according to socio-demographic and occupational characteristics.	1
Secondly, we aimed to compare the sensitivity, specificity, and positive predictive and negative predictive values, of these five different criteria.	1
To evaluate EMS and ED provider perceptions of information transfer compared to an external observer's objective assessment.	1
To evaluate the efficacy of a novel nutraceutical citrus bioflavonoid blend in improving the skin's appearance in patients with senile purpura.	1
This study's purpose was to assess whether saliva represents a suitable sample for monitoring supragingival microbiota in healthy people, and to explore how the replacement process of deciduous teeth with permanent teeth in mixed dentition influences microbiota within the oral cavity.	1
This experimental study aimed to investigate the effect of 30% reduction in daily calorie intake on inflammation in rats.	1
To determine the association between non-hormonal contraception methods and vaginal lactobacilli on women's reproductive health.	1
Our study was designed to assess the effects of cooking flours enhancement and storage conditions on mite proliferation and to provide practical recommendations to prevent mite anaphylaxis.	1
To assess perceived quality of institutional delivery services and associated factors among women who delivered in public health facilities of Southwest Ethiopia.	1
To genetically study Lebanese families with HHD, and the underlying molecular pathogenesis of the disease.	1
We investigated if exposure of women to the Dutch famine during childhood and adolescence was associated with an unhealthy lifestyle later in life.	1
The primary objective was to compare vital sign changes prior to and after risperidone administration between ED patients presenting with alcohol intoxication [ETOH (+)] and without alcohol intoxication [ETOH (-)].	1
The influence of the capsular polysaccharide, the Arg- and Lys- gingipains, the major fimbriae and lipopolysaccharide (LPS) was investigated.	1
To assess current biopsy practices used by FPs in diagnosing melanoma.	1
Audit the impact of a primary care based fracture liaison nurse on the detection of fragility fractures in people with osteoporosis and their treatment with a bone-sparing medication.	1
We present the largest comprehensive meta-analysis on DVSS for idiopathic intracranial hypertension (IIH) focusing on success rates, complications, and re-stenting rates to date.	1
We investigated whether principles of phonological complexity can be applied to training letter-sound correspondence reading in acquired phonological dyslexia to improve generalization to untrained words.	1
This study evaluated the association of single nucleotide variants (SNVs) of the candidate genes of the aggrecan metabolic pathway with the severity of lumbar disc herniation in patients with chronic mechanical low back pain.	1
We assessed the correlation between densitometry measurements for the whole body with those for the femur, lumbar spine, and forearm to evaluate the possibility of replacing site-specific values with whole-body measurements.	1
To allow for the objective evaluation of patients' symptoms required for optimal dosefinding, a telemonitoring system tracks the motion of patients in their surroundings.	1
The study sought to determine whether deficits observed in the (C)APD group were restricted to the auditory modality and the degree to which the addition of visual analogs aids in the ability to differentiate among groups.	1
A community survey was conducted in the Western Cape to assess measles vaccination coverage attained by routine and campaign services, in children aged 6 months to 59 months at the time of the mass campaign, from high-incidence areas.	1
To examine patients referred with spinal trauma related to cycling and to assess whether the growing popularity of cycling and particularly competitive cycling is linked to an increase in spinal trauma.	1
This is the first study to investigate motivation and self-efficacy in the same educational context as conceptions of learning, approaches to learning and perceptions of the learning environment.	1
To develop a specific reverse transcriptase-polymerase chain reaction (RT-PCR) and nested PCR-based assay to improve the detection and diagnosis of yellow fever virus using both serum and fresh tissue samples.	1
This study therefore investigated the effects of timed daily administration of bromocriptine, a potent dopamine D2 receptor agonist, on a) ventromedial hypothalamic catecholamine activity, b) MS and c) hepatic protein levels of key regulators of liver inflammation and glucose and lipid metabolism in a non-seasonal model of MS - the hypertensive, obese SHR rat.	1
The objective of this research was to document the self-reported confidence of general practice registrars in identifying the Aboriginal and Torres Strait Islander status of their patients, and associations of this confidence.	1
The objective of the following study is to examine the clinico-radiological features of NMO and NMOSD in an Indian cohort.	1
To determine whether raising HDL-C with pharmacologic therapies translates into beneficial cardiovascular outcomes and to find out if this change was proportional to the percentage change in HDL levels.	1
In our laboratory, the production of an immunochromatographic test strip, for the detection of SEB using a sandwich assay and a competitive method, was described; the test can detect SEB with high sensitivity.	1
To assess the reproductive knowledge and use of contraception in women of reproductive age attending diabetes outpatient clinics.	1
To assess whether CKD may mediate loss of cardiac cells by apoptosis.	1
To compare the effectiveness of emulsion formulations containing plant extracts that include catechins/polyphenols and placebo without plant extracts, on patients with melasma.	1
To calculate the relative electrochemical effect of the E148Q mutation on the structure of pyrin protein.	1
Our objective was to describe the ED diagnoses, management, and dispositions of pediatric CCHD patients who present with fever.	1
The objective of this study was to determine the long-term effectiveness (total quality adjusted life years (QALYs) gained) of methadone maintenance treatment (MMT program) in prevention of HCV infection among injecting drug users (IDUs).	1
The aim of this study was to review information about risk factors and sex-specific differences for running-induced injuries in adults.	1
(i) To identify the prevalence of ADHD in primary school children, (ii) To identify the gender difference in the prevalence of ADHD, (iii) To compare the distribution of ADHD among different socioeconomic status, (iv) To identify the presence of any co-morbid factors associated with ADHD.	1
The purpose of this study was to estimate behavioral bone-conduction thresholds for infants using a standard clinical visual reinforcement audiometry (VRA) protocol to determine whether frequency-dependent maturational patterns exist as previously reported for physiological bone-conduction thresholds.	1
(b) prognostic significance of time difference between the initiation of ATT and ART in HIV-TB co-infected patients.	1
To explore communication skills and practices of medical practitioners when conveying a poor prognosis to patients and families, and to identify their communication skills, needs and understanding of palliative care.	1
The objective of this study was to identify PA barriers and facilitators in this population.	1
To determine the significance of measuring the concentration of PlGF and sFlt-1 and their ratio in 11-13 weeks of pregnancy as early markers of preeclampsia.	1
The aim of this study was to prospectively collect data on induction and maintenance adalimumab therapy in patients with ulcerative colitis treated in Hungarian centres.	1
We examined the domain-specific and domain-general determinants of performances on pattern tasks by using (a) a standardized test of numerical and arithmetic proficiency and (b) measures of executive functioning, respectively.	1
To investigate whether the acceleration (ACC) signals acquired from accelerometer-based CPR feedback sensor can be used to distinguish perfusing rhythm (PR) from pulseless electrical activity (PEA) in a porcine model of cardiac arrest.	1
This study aims to test the relationships between peer victimization and school disaffection, the moderation effect of parental, peer and teacher social support, and the mediation effect of depression.	1
The objective is the identification of a nursing terrain regarding decision-making and activities in patient end-of-life care on the intensive care unit.	1
This study investigated performance of children diagnosed with (C)APD, children diagnosed with ADHD (attention deficit hyperactivity disorder), and typically developing children on three diagnostic tests of central auditory function and their corresponding visual analogs.	1
The aim of the present study was to determine diagnostic accuracy of chargecoupled devices (CCD), Photo Stimulable Phosphor (PSP) and film radiography in detecting non-cavitated caries.	1
In this study, some other complications of this fracture were also analyzed and the prevalence of the complication was higher in non-operated patients.	1
To analyze Israeli primary care physicians' (PCPs) perceptions of nurses' roles in the national quality monitoring program and their contribution to improving health-care quality.	1
This study was designed to explore women's experiences of health information seeking barriers.	1
Serial stiffness measurements were compared to single baseline stiffness measurements in predicting the appearance of liver-related clinical events and guiding subsequent clinical decisions.	1
The objective of this study was to determine the relationship between carbon monoxide intoxication, QT dispersion, and cardiac markers.	1
To describe the epidemiology of major incidents in the Western Cape Province, SA.	1
Our aim was to assess the performance of the Pediatric Assessment Triangle (PAT), triage level (TL), Pulmonary Score (PS), and initial O2 saturation (O2 sat), in predicting hospitalization in pediatric acute asthma exacerbations.	1
To verify the effect of celecoxib, a selective inhibitor of COX-2, on portal hypertension and the mechanisms behind it.	1
To describe the standardization process and reliability of the anthropometric measurements carried out in the pilot study and during the final workshop, examining both intra- and inter-rater errors for measurements.	1
The aim of our study was to examine the effect of p.Trp55*, p.Arg254Trp and c.738_761del mutations in the chemotrypsin gene (CTRC) on the development of alcoholic chronic pancreatitis (ACP) in order to answer the questions whether these mutations vary between gender groups, whether they were related to the age when ACP was first diagnosed, and whether they affected the morphological changes in the pancreas and the course of ACP.	1
The present study investigated the presence of Tumour Necrosis Factor Alpha (TNF-alpha) and its receptor Tumour Necrosis Factor Receptor 1 (TNFR1) in a PDL sterile inflammatory model.	1
This paper describes the development and content validation of the Evaluation de la s谷curit谷 a domicile et de la gestion des risques (ESGR), an occupational therapy assessment tool for people with a serious mental illness.	1
The aim of this paper is to review literature published in the previous 10 years which examines the relationship between nurse staffing levels and the incidence of mortality and morbidity in adult intensive care unit patients.	1
This study aimed to analyze differentially expressed genes in glioma tissues and glioma cohort data to investigate the prognostic role of LGI3 and its receptors.	1
To explore changes in preferred gender(s) of sexual attraction, fantasy, and relationships in voluntarily castrated men with or without gonadal hormone therapy.	1
The purpose of this study was to examine the relationship between MBL2 polymorphisms and atopic dermatitis (AD) susceptibility.	1
To determine the concentrations of ANGPTL4 in cord serum of neonates born by spontaneous vaginal delivery (SVD) and by pre-labor cesarean section (CS) from healthy women, and to relate them to parameters of neonatal lipolytic activity at birth.	1
This paper presents an instrument to measure the level of appropriate admissions and days of stay (DOS) in the pediatric public hospitals of Iran.	1
The clinical isolates in this study had not been studied in any other studies, especially in regard to biofilm disruption and inhibition of biofilm cell metabolic activity.	1
To investigate the cardiovascular risk factor behaviours of patients together with their acute coronary syndrome (ACS) knowledge, attitudes and beliefs following admission to hospital for an acute myocardial infarction.	1
To investigate the association between site of stroke lesion and driving performance.	1
This study aimed to investigate whether using selective deeper brain cooling correlates with a more neuroprotective effect on Intracranial Pressure (ICP) increments following TBI in rats.	1
To quantify dermal insulative cold response, we assessed thermal comfort and skin temperatures changes by infrared thermography.	1
To investigate incidence rate trends for Kaposi's sarcoma before and during the (HIV/AIDS) epidemic in Cali, Colombia.	1
To assess effect of prior video gaming experience on virtual-reality (VR) haptic-enabled DHS simulator performance.	1
To determine the patterns of prescription-indication and also perform an economic analysis of the overcost caused by the non-justified use of antiulcer medications in a third level hospital in Colombia.	1
To ascertain the knowledge of patients and review the quality of information available on the internet.	1
Our aim was to systematically review the literature regarding the analgesic effectiveness of vapocoolants in children and adults.	1
To develop reference values by age and sex for DXA-derived fat mass measurements with GE-Healthcare systems.	1
To evaluate the self-reported family history of cardiovascular disease and risk (CVD/R) during an antenatal interview as a means of screening for risk of developing preeclampsia or other HDP.	1
This analysis seeks to identify (1) risk factors for malaria incidence among young children and (2) household and environmental factors associated with mosquito vector numbers collected in the child's sleeping area.	1
To examine concentrations of prescribing patterns and to assess if MS-specialists use a broader range of DMTs relative to general neurologists.	1
To investigate the prevalence of antidepressant (AD) non-compliance in the private healthcare sector of South Africa (SA).	1
The aim of this study was to establish the reference intervals for basic hematological and selected biochemical variables and to compare them with other breeds.	1
To investigate the safety and efficacy of zinc gluconate therapy for Chinese children with pre-symptomatic WD.	1
This study aimed to determine the occurrence of fim, pap, sfa, and afa genes among 100 UPEC isolates collected from patients diagnosed with UTI.	1
The systematic review and meta-analysis based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement were conducted to evaluate the efficacy and safety of traditional Chinese medicines and related treatments for AD treatment.	1
To examine the relation between diabetes, pre-diabetes, metabolic syndrome and its components and the levels of fasting glucose, HbA1c and HOMA-IR with the prevalence of glaucoma in the general U.S. population.	1
To analyze the relationship between lesion characteristics and overall success rates as well as in-hospital outcomes after PCI for CTO.	1
To establish reference ranges for healthy adults in Israel and to describe age- and gender-specific differences, if present.	1
This study sought to investigate the effect of motivational interviewing (MI) on a weight-loss program based on the protection motivation theory (PMT).	1
This is the second in a series of reports by clinical nursing leaders involved in the SCIRehab research project, a multi-center, 5-year study to record and analyze details of SCI inpatient rehabilitation, with focus on descriptions of time spent by nurses on bedside education and care management.	1
To evaluate the most problematic steps in the use of Diskus and Turbuhaler for pharmacists and patients in Jordon and Australia.	1
To determine the effect of vitamin K on hip fracture patients treated with warfarin.	1
This investigator-blinded, randomized trial was undertaken to compare two commercial hyperpigmentation systems (kits) used for the treatment of facial hyperpigmentation and photo-aging.	1
In the present study the formation of biofilm by C. albicans from different sources was evaluated.	1
The incidence of SUDEP is also evaluated in special clinical situations, including antiepileptic drug treatment, epilepsy surgery, devices, and assignment to placebo in clinical trials.	1
The purpose of this study was to assess the extent to which the personality traits of patients and their caregivers affect the cooperation in removable appliance therapy.	1
The aim of this study is to assess the range of the initial partial pressures of PCO2 and PO2 in preterm neonates <33?weeks gestational age after birth and their correlation to inpatient neonatal outcomes.	1
We report the first laparoscopic conservative treatment of renal metastasis from thyroid cancer.	1
To describe the current use, diagnostic and therapeutic impacts of POCUS in a department of pediatric and adolescent surgery.	1
The purpose of the research was to determine the effects of multichannel wide dynamic range compression and ChannelFree processing on performance and/or preference of listeners using open-canal hearing instruments.	1
To investigate the cytokine profile in NAFLD patients in peripheral (P) and hepatic venous (HV) blood and to compare with histology, haemodynamic and metabolic parameters.	1
To evaluate the utility of serum levels of some immune response mediators as early biomarkers for the severe dengue prognosis during the early phase of the illness.	1
The purpose of this study is to evaluate the utility of diffusion weighted MRI in the diagnosis and quantification of the degree of hepatic fibrosis and to investigate the influence of b-value.	1
To study the levels of serum vitamin D and occurrence of vitamin D receptor gene polymorphism (FokI) in cases of ovarian cancer.	1
To investigate the relationship between PLR and no-reflow, along with the in-hospital and long-term outcomes in patients with STEMI.	1
The aim of our study was to assess the impact of intrathecal morphine 200 米g on patient-controlled analgesia (PCA) tramadol consumptions and postoperative pain in patients who underwent radical retropubic prostatectomy (RRP) under general anesthesia.	1
To determine the optimum trephine preprocessing length in lymphoma infiltration.	1
The aim of this study was to investigate the effects of breathing exercises on the nocturnal enuresis in the children with the sleep-disordered breathing.	1
In this study, recent epidemiological situation of cutaneous leishmaniasis (CL) in two hyper-endemic metropolises of Shiraz and Isfahan in Iran was studied using DNA extraction by commercial FTA cards and kinetoplastid DNA (kDNA)-PCR amplification for detection/identification of Leishmania directly from stained skin scraping imprints.	1
To compare the long-term results of augmented unilateral lateral rectus recession-medial rectus resection procedure (RR) with the original surgery in exotropic children.	1
To assess the quality of MHD and explore the interplay among different prescription drugs.	1
To assess the impact of community-based management of acute malnutrition among children under 5 years of age and its operational challenges.	1
To summarize a single-center experience in the treatment of anal carcinoma using various radiation techniques.	1
The aim of the authors was to investigate the one year persistence of the metformin monotherapy and sitagliptin/metformin fixed dose combination in type 2 diabetic patients.	1
Characterize visual acuity outcomes obtained in patients seen at this Institute who received surgery for simple congenital ptosis using the frontalis sling procedure.	1
The goal of the present study was to investigate whether the attitude of a sexist male patient affects how he perceives a female physician's nonverbal communication and whether this then results in expecting less positive consultation outcomes.	1
The purpose of this study was to assess the effect of vestibular rehabilitation on dizziness in elderly patients with chronic vestibular dysfunction.	1
To investigate whether the use of e-cigarettes is associated with smoking cessation or reduction, and whether there is any difference in efficacy of e-cigarettes with and without nicotine on smoking cessation.	1
To investigate the role of bronchial fibroblasts obtained from asthmatic subjects and healthy controls in regulating Th17 response by creating a local micro-environment that promotes this response in the airways.	1
For this research, our aim was to evaluate the application of a novel SYBR Green based one-step real-time reverse-transcriptase polymerase chain reaction (rRT-PCR) assay for the in-house diagnosis of the CCHF virus.	1
The present study was designed to explore the antioxidant property of (-)-epicatechin isolated from PN in D-Galactosamine (D-GalN) induced hepatitis rats.	1
Our goals were to describe the rate of decline of pulmonary function and PCF in patients with multiple sclerosis and describe the use of lung volume recruitment in this population.	1
To describe the mutations identified by the GenoType?MTBDRplusV.2 assay in pulmonary samples and Mycobacterium tuberculosis isolates in the Laboratorio Nacional de Referencia of the Instituto Nacional de Salud in 2014.	1
To evaluate the impact of a novel CPR PRO(?)	1
The aim of the authors was to present diagnostic and surgical methods used in 27 patients with atypical aortic coarctation during the last 35 years with special interest on long-term results.	1
In this study we determine how much of the 2000-10 reduction in the racial gap in life expectancy resulted from narrowing differences in the cause-specific mean age at death for blacks and whites, as opposed to changing cause-specific probabilities for blacks and whites.	1
The main objective of our study was to investigate the current psychosocial beliefs and knowledge about epilepsy among university students in Ghana.	1
What is the impact of pharmacist interventions on patient-reported outcomes and patient satisfactions?	1
Based on previous studies, we predicted that both repetition and AVSTM would be most dependent on posterior language regions in left temporo-parietal cortex.	1
To describe the sociodemographic and outcome characteristics of TB patients, and to identify risk factors associated with TB treatment outcomes stratified by HIV status.	1
The aim of this study was to determine the prevalence, risk factors and health outcomes associated with polypharmacy in a cohort of urban community-dwelling older adults receiving chronic medications in Malaysia.	1
To evaluate the association between heat exposure and traumatic injuries in outdoor agricultural workers exposed to ambient heat and internal heat generated by physical activity using modeled ambient exposure data.	1
To screen medical students (MS), residents and fellows for major depressive disorder (MDD) and generalized anxiety disorder (GAD) under the new era of work hour reform with age-matched controls from a large representative cross-sectional survey.	1
Integrating both methods into a single framework using a common data source, we sought to jointly estimate the proportions of a population that are food and nutrient poor.	1
The aim of this study was to evaluate serum concentration of soluble endoglin (sEng) as the predictor of preeclampsia in pregnant women with hypertension.	1
This study was aimed to investigate the effect of family-based training on common side-effects during dialysis.	1
This original research aimed to establish a professional approach of DSCT performing technology on children and to assess the image quality performed by DSCT to establish a diagnostic evaluation for children with PS.	1
To investigate trends in the treatment of warts, as well as patient demographics associated with the diagnosis of warts.	1
Examine Israeli 6th-year medical students' perceptions of six key specialties: pediatrics, orthopedic surgery, anesthesiology, obstetrics/gynecology, general surgery and family medicine.	1
This study was aimed to evaluate the immunomodulatory effect of thermomineral water balneotherapy on the atopic dermatitis murine model.	1
The purpose of the study was to evaluate (1) reproducibility and (2) concurrent validity of the WBB for measuring isometric muscle strength in the lower limb.	1
We examined the factors associated with community-based veterans service organization (VSO) units' decision to participate in a health promotion project.	1
To report on the number of cancer survivors and incident cancer cases in the period 1960-2009 in Israel, in order to provide data on the scope of the challenge Israel's health care funds face.	1
To establish if there is a difference in blood pressure, lipid and glycaemic control and complications between HIV-infected and uninfected diabetic patients; and to compare characteristics among HIV-infected diabetic patients between those with optimal and sub- optimal glycaemic control.	1
To assess validity of a novel tool measuring emergency medicine resident competency for interpreting, and responding to, critical ECGs.	1
The aim of the study was to establish cytologic, colposcopic and histologic eligibility criteria for fertility-sparing treatment in women with early-stage cervical cancer.	1
The objective of this study was to examine the prognosis of patients extubated in the ED.	1
To determine the seroprevalence and risk factors for cysticercosis in two rural communities in Anzo芍tegui state.	1
To determine the reference values of total TT3, FT4 and TSH by chemiluminescence immunoassay in infants and children younger than six year old in Northeastern Mexico.	1
To investigate the association between phthalate exposure and reproductive hormone levels among children following potential exposure to phthalate-tainted foodstuffs.	1
During the early weeks of the 2009-2010 flu pandemic, a clinical and virological survey was conducted in adult and paediatric patients with ILI referred to two French University hospitals in Paris and Tours.	1
), in the treatment of established AD in children.	1
To examine the effect of inhaled albuterol on expiratory R(RS), and the correlation of albuterol-induced changes in expiratory R(RS) with end-inspiratory resistance and the expiratory flow-volume relationship.	1
This study aims to evaluate the possible protective effect of telmisartan, an angiotensin II receptor blocker, on experimentally-induced bronchial asthma.	1
To identify the correlation between pleural fluid BNP levels and clinical diagnosis.	1
The aim of this study is to investigate the effect of repeated microwound formed by microneedle on hair growth and hair growth-related genes in a murine model.	1
The objectives of this study were to assess the frequency and characteristics of lifetime suicide attempts in Tunisian schizophrenic outpatients and to determine the correlated socio-demographic, clinical and therapeutic variables.	1
Evaluation of CCHF infection prevention and control (IP&C) practices in healthcare facilities that routinely manage CCHF cases in Eurasia.	1
To explore self-management tasks in view of medical, role-related, and emotional tasks in LTx candidates and recipients and their respective close caregivers.	1
In order to increase the classification accuracy of AIRS, this study introduces a new hybrid system that incorporates a support vector machine into AIRS for diagnosing tuberculosis.	1
To review positive temporal artery biopsies ofGCA in an attempt to correlate various histological parameters with clinical features, disease complications and outcome.	1
The aim of this study was to define normal kidney length in obese children, comparing ultrasound measurements of the kidney length in obese and non-obese children and adolescents, in order to reduce unnecessary evaluations for nephromegaly.	1
To evaluate the prevalence and treatment options of carotid FMD in patients scheduled for carotid artery stenting (CAS).	1
To understand the factors related to the delivery and uptake of type 2 diabetes prevention interventions within primary care in higher income countries.	1
To compare cesarean delivery rates and trends in Hispanics and non-Hispanic whites in border and nonborder counties of the four US border states before and after 2009.	1
To assess baseline predictors of failure of sputum culture conversion, within the first 2 months of antitubercular therapy, in participants with pulmonary tuberculosis.	1
The author examined the level of pain during hysteroscopy performed for different indications with different types of instruments.	1
In this study, we aim to discover whether in a city such as Antwerp primary health care is accessible to everyone.	1
The study assessed knowledge, attitude, practices, and its associated factors towards diabetes mellitus among non diabetic community members of Bale Zone, Ethiopia.	1
Recurrence rates of a large cohort of non-selected patients, i. e. all-comers were analyzed during a 10-year follow up.	1
This study investigated the role of academic buoyancy in the achievement and cognitive, affective and behavioural engagement of (1) students with attention-deficit/hyperactivity disorder (ADHD) and (2) 'regular' (or 'general') students residing in the same classrooms and schools.	1
We hypothesized that hormonal and metabolic factors measured at presentation would associate with, or predict, subsequent mortality during treatment.	1
The aim of the present study was to evaluate the association between thyroid function and Alzheimer's disease (AD) and vascular dementia (VaD) and to determine the risk of AD and VaD in clinically euthyroid patients.	1
We aimed to quantify the frequency of chronic comorbidities in flavivirus diseases to provide an estimate for their prevalence in severe and non-severe infections and examine whether chronic diseases contribute to the increased risk of severe viral expression.	1
This study examined the relationship between the presence of TWI before the event and mid-segment left anterior descending (MLAD) artery lesion in patients with AMI.	1
To evaluate factors potentially associated with the perception of individual skiing speed among recreational skiers.	1
To evaluate the prevalence of MS and its components as cardiovascular disease (CVD) risk factors in psoriatic patients compared to the general Polish population.	1
To examine the social, psychological and environmental determinants of change in children's objectively measured sedentary time from age 11 to 14 years.	1
Identifying major dietary patterns in Iranian young females, which associate with central obesity, can probably explain the difference between Iranian young females' pattern and those of their western peers regarding obesity.	1
To investigate the association between cardiac syndrome X and PCT and platelet count.	1
We investigated the association of polymorphisms in the DNA repair genes RAD51 135G>C and 172G>T with endometrial cancer risk.	1
The aim of this study was to evaluate the students' performance in order to determine their knowledge after each simulation course.	1
Identification of a putative common epitope among the relevant proteins 汕-Amyloid, 汐-Synuclein and Prion Protein for the respective nAbs.	1
Starting from the assumption that there is an effect on the attitudes and behaviour of values, the study deals with the question of differences in the values between generation Y (1981 - 1995) and generations X (1966 - 1980) and the baby boomers (1956 - 1965).	1
To determine the prevalence and establish behaviors associated with needlestick injuries.	1
The purpose of this study was to assess the subjective efficacy, wearability, tolerance and overall preference of two professional vitamin C topical serums and sunscreens in Caucasian females using a split face method.	1
The objective of this study was to describe the user profile of an after-hours primary care helpline during its first two years of operation, including age, gender, location and relative socioeconomic advantage of users.	1
The study also examined the association between Physical Fitness, Body Mass Index (BMI) and HRQoL.	1
?This article identifies the design requirements for an interface that assists patients with PRO survey completion and interpretation, and then builds and evaluates the interface.	1
Furthermore, the occurrence and causes of deaths were analyzed.	1
To investigate the association of physical activity (PA) and nutritional factors on the presence of FL, and to analyze the association of the energy intake/energy expenditure (EI/EE) index with FL.	1
To evaluate the association between perceptions of parental bonding in childhood/adolescence, hypothalamic-pituitary-adrenal (HPA) axis response, and callosal structural integrity in adult victims of severe urban violence with and without PTSD.	1
Specifically, we wanted to identify the associated early life cancer types, and to quantify the associations.	1
This study aims to present an ongoing collaborative care model for patients with PD and to discuss the critical need for integration of patient care among sexual medicine physicians and mental health practitioners or sex therapists.	1
These studies aimed at surveying the literature and investigate the studies that considered BN a risk factor for voice disorders and its epidemiology, complications, diagnostic criteria, and management.	1
The aim of the authors was to evaluate the additional effect of patient education on glycemic control and some aspects of lifestyle in a non-interventional study.	1
2) To compare fellow utilization of various teaching modalities pre- and post-WBEP.	1
?This article compares the Workbench and EHR on four dimensions: (1) effectiveness, (2) efficiency, (3) workload, and (4) usability.	1
To review the medical literature on the topic of acute cerebrovascular accident (CVA) management and to offer EPs evidence-based recommendations for patients who present to the Emergency Department with an acute CVA.	1
To identify the prevalent serotypes causing invasive pneumococcal disease in children of SAARC countries, to determine the coverage of these serotypes by the available vaccines, and to determine the antibiotic resistance pattern of Streptococcus pneumoniae.	1
The purpose of this study was to evaluate the usefulness of 18F-fluorodeoxyglucose (FDG) positron emission tomography/computed tomography (PET/CT) in the preoperative diagnosis of cytologically indeterminate nodules.	1
To characterize the inflammatory status of subcutaneous and visceral fat depots, as assessed by tissue presence of macrophage crown-like structures (CLS) as a hallmark of chronic inflammation, and determine the relation of systemic insulin resistance to inflammatory abnormalities in subcutaneous and visceral fat.	1
In this study, our aim was to establish a method of expression for the recombinant human PDE3A and PDE3B proteins in insect cells using baculovirus expression system in order to investigate the activity of the expressed PDE3A and PDE3B proteins.	1
To assess which putative molecular biomarkers can be optimally combined to aid in the clinical diagnosis of melanoma from dysplastic nevi.	1
To determine if the use of a sign-out checklist improves the accuracy and efficiency of resident sign-out in the ED.	1
To explore future scenarios for the use of the skill mix within the dental team to inform the commissioning of dental therapy training.	1
To determine whether prepubertal children with PA have higher levels of RBP4 than controls and whether RBP4 correlates with comorbidities of metabolic disease in prepubertal children.	1
Horses with abnormal arytenoid movement (AM) during treadmill UA endoscopy would have increased echogenicity of the left cricoarytenoideus lateralis muscle (CALM) and smaller left CALM and vocalis size while horses with normal AM during treadmill UA endoscopy would have normal echogenicity of the left CALM and similar left and right CALM and vocalis muscle size.	1
To conduct a critical review of the literature on cost of illness studies of diabetes and its complications in India.	1
The aim of the authors was to assess the attitudes of obstetricians toward this procedure.	1
To examine the feasibility of developing a tenant-involved health promotion initiative within a housing first agency using a community-based participatory research (CBPR) framework.	1
The aim of the study was to assess the occurrence and the clinical characteristics of this phenomenon in children operated in the Department of Urological Surgery, Heim P芍l Children Hospital, Budapest, Hungary.	1
To determine demographical features and serological test results of STD in patients with CA.	1
to assess the efficacy of eosinophil activity markers in monitoring eosinophilic esophagitis (EoE).	1
To determine the mechanisms implicated in the preventive effect of exercise training on preeclampsia, by focusing on the placenta.	1
The purpose of the present study was to evaluate the antifungal effect Zataria multiflora essence in removing of Candida albicans biofilms on experimentally contaminated resin acryl plates.	1
The present study aimed to evaluate the effect of HIV infection on the survival chances of active TB adults who disclosed their symptoms of TB in this part of Iran.	1
This study aimed to describe patients' experiences in the early stages of recovery following emergency heart surgery.	1
This article explores how adults without work utilized typological and experiential categorizations when discussing their occupations.	1
In addition, we evaluated the involvement of NO pathway.	1
Evaluation of the factors associated with the biofilm formation ability of H. pylori including bacterial, physical and chemical, and environmental factors was the research's aim.	1
To evaluate the ability of efinaconazole vehicle solution to reach the site of toenail onychomycosis through application to the hyponychium or hyponychium and dorsal nail surface, and assess the impact of the air gap between the nail plate and nail bed.	1
The aim of this study is to explore whether a Danish newspaper article featuring the side effects of statins affects statin discontinuation in incident versus prevalent users, with the reason for prescription also taken into account.	1
The objectives of this study were to assess the mental health needs of coastal communities in the states of Alabama and Mississippi following the Deepwater Horizon oil spill.	1
This study investigated intrahepatic TLR3 expression throughout the entire disease spectrum of CHB patients and assessed the interrelations between TLR3 and costimulation proteins.	1
It was our aim to investigate the progression of atrial remodeling in a small animal model of ventricular pressure overload and its association with induction of AF.	1
To examine patterns in PoD among BAME groups who died of cancer.	1
To evaluate the prevalence, testing pattern and yield of electrophoresis tests performed over a 5-year period in a tertiary academic laboratory and to relate these findings to bone marrow biopsy findings in a few selected cases.	1
The purpose of this study was to examine the effect of simple versus complex music on joint attention of children with ASD.	1
To identify factors that accurately predict malignant disease in GBP; to provide an evidence-based algorithm for management.	1
To develop a medium-throughput machine-based assay for visualization and quantification of AFT complex formation in cultured cells.	1
This audit aims to examine if we are achieving the standards set by the local CCG and to identify areas to improve the quality of the service.We also aimed to assess information as to how many patients referred had dementia.	1
To evaluate whether the level of monitor placement exerts an influence on laparoscopic performance.	1
To determine the prevalence of MS and variables related to its development in hospital workers.	1
The aim of this work was to evaluate the results and effects of the one-incision, double-plating technique in the fractures of distal third of the tibia-fibula and fibula.	1
To conduct a 20-hospital, prospective observational study on the characteristics and outcomes of patients reviewed by Australian ICU LNs over 2 months.	1
We tested the hypotheses that OSA and habitual short sleep duration, measured at ages 54-73 years, would be associated with adverse brain morphology at ages 67-89 years.	1
To investigate the hepcidin profiles of anemic adolescent girls who had received weekly iron supplementation.	1
The aim of this study was to assess the technical scale and economic efficiency of hospitals in the West Azerbaijan province of Iran, for which Data Envelopment Analysis (DEA) was used to propose a model for operational budgeting.	1
To estimate the normal serum AMH values and to assess the age-specific TT levels in men aged 30-70, we conducted the present population-based study.	1
The present study examined associations between these candidates, mood disorder diagnoses, cognition, and fronto-limbic regions implicated in affect regulation.	1
